MUNICIPALITY,FARM TYPE,YEAR,MONTH,CROP,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha)
BAKUN,IRRIGATED,2015,AUG,CARROTS,5,5,55,11
BAKUN,IRRIGATED,2015,SEP,CARROTS,24.38,5,55,11
BAKUN,IRRIGATED,2015,OCT,CARROTS,24.57,5,55,11
BAKUN,IRRIGATED,2015,NOV,CARROTS,9.72,24.38,390.08,16
BAKUN,IRRIGATED,2015,DEC,CARROTS,7.19,24.57,393.12,16
BAKUN,RAINFED,2015,JAN,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,FEB,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,MAR,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,APR,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,MAY,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,JUN,CABBAGE,237.73,5,55,11
BAKUN,RAINFED,2015,JUL,CABBAGE,215.89,5,55,11
BAKUN,RAINFED,2015,AUG,CABBAGE,243.25,100,2000,20
BAKUN,RAINFED,2015,SEP,CABBAGE,5,245.24,4904.8,20
BAKUN,RAINFED,2015,OCT,CABBAGE,5,236.75,5000,21.12
BAKUN,RAINFED,2015,NOV,CABBAGE,5,93.25,1865,20
BAKUN,RAINFED,2015,DEC,CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,JAN,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,FEB,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,MAR,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,APR,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,MAY,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,JUN,CHINESE CABBAGE,109.36,5,55,11
BAKUN,RAINFED,2015,JUL,CHINESE CABBAGE,109.12,5,55,11
BAKUN,RAINFED,2015,AUG,CHINESE CABBAGE,108.88,109.36,2734,25
BAKUN,RAINFED,2015,SEP,CHINESE CABBAGE,5,91.48,2286.9,25
BAKUN,RAINFED,2015,OCT,CHINESE CABBAGE,5,106.38,2659.5,25
BAKUN,RAINFED,2015,NOV,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,DEC,CHINESE CABBAGE,5,5,55,11
BAKUN,RAINFED,2015,JAN,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,FEB,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,MAR,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,APR,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,MAY,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,JUN,LETTUCE,16.25,5,55,11
BAKUN,RAINFED,2015,JUL,LETTUCE,14,5,55,11
BAKUN,RAINFED,2015,AUG,LETTUCE,15.5,16.25,162.5,10
BAKUN,RAINFED,2015,SEP,LETTUCE,5,13.8,138,10
BAKUN,RAINFED,2015,OCT,LETTUCE,5,15.4,154,10
BAKUN,RAINFED,2015,NOV,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,DEC,LETTUCE,5,5,55,11
BAKUN,RAINFED,2015,JAN,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,FEB,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,MAR,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,APR,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,MAY,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,JUN,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,JUL,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,AUG,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,SEP,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,OCT,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,NOV,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,DEC,CAULIFLOWER,5,5,55,11
BAKUN,RAINFED,2015,JAN,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,FEB,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,MAR,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,APR,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,MAY,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,JUN,BROCCOLI,15.59,5,55,11
BAKUN,RAINFED,2015,JUL,BROCCOLI,15.9,5,55,11
BAKUN,RAINFED,2015,AUG,BROCCOLI,19.5,15.59,155.9,10
BAKUN,RAINFED,2015,SEP,BROCCOLI,5,15.63,156.3,10
BAKUN,RAINFED,2015,OCT,BROCCOLI,5,19.4,194,10
BAKUN,RAINFED,2015,NOV,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,DEC,BROCCOLI,5,5,55,11
BAKUN,RAINFED,2015,JAN,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,FEB,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,MAR,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,APR,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,MAY,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,JUN,SNAP BEANS,63.94,5,55,11
BAKUN,RAINFED,2015,JUL,SNAP BEANS,63.93,5,55,11
BAKUN,RAINFED,2015,AUG,SNAP BEANS,60.46,63.94,639.4,10
BAKUN,RAINFED,2015,SEP,SNAP BEANS,5,61.92,619.2,10
BAKUN,RAINFED,2015,OCT,SNAP BEANS,5,59.56,595.6,10
BAKUN,RAINFED,2015,NOV,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,DEC,SNAP BEANS,5,5,55,11
BAKUN,RAINFED,2015,JAN,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,FEB,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,MAR,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,APR,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,MAY,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,JUN,GARDEN PEAS,20.67,5,55,11
BAKUN,RAINFED,2015,JUL,GARDEN PEAS,20.89,5,55,11
BAKUN,RAINFED,2015,AUG,GARDEN PEAS,25.41,20.67,124.02,6
BAKUN,RAINFED,2015,SEP,GARDEN PEAS,5,20.89,125.34,6
BAKUN,RAINFED,2015,OCT,GARDEN PEAS,5,24.84,149.04,6
BAKUN,RAINFED,2015,NOV,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,DEC,GARDEN PEAS,5,5,55,11
BAKUN,RAINFED,2015,JAN,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,FEB,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,MAR,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,APR,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,MAY,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,JUN,SWEET PEPPER,27,5,55,11
BAKUN,RAINFED,2015,JUL,SWEET PEPPER,20.06,5,55,11
BAKUN,RAINFED,2015,AUG,SWEET PEPPER,25.06,27,216,8
BAKUN,RAINFED,2015,SEP,SWEET PEPPER,5,17.76,142.06,8
BAKUN,RAINFED,2015,OCT,SWEET PEPPER,5,23.34,186.72,8
BAKUN,RAINFED,2015,NOV,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,DEC,SWEET PEPPER,5,5,55,11
BAKUN,RAINFED,2015,JAN,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,FEB,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,MAR,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,APR,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,MAY,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,JUN,WHITE POTATO,221.6,5,55,11
BAKUN,RAINFED,2015,JUL,WHITE POTATO,222.86,5,55,11
BAKUN,RAINFED,2015,AUG,WHITE POTATO,240.01,221.6,4432,20
BAKUN,RAINFED,2015,SEP,WHITE POTATO,5,208.8,4176,20
BAKUN,RAINFED,2015,OCT,WHITE POTATO,5,212.1,4242,20
BAKUN,RAINFED,2015,NOV,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,DEC,WHITE POTATO,5,5,55,11
BAKUN,RAINFED,2015,JAN,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,FEB,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,MAR,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,APR,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,MAY,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,JUN,CARROTS,70.23,5,55,11
BAKUN,RAINFED,2015,JUL,CARROTS,72.41,5,55,11
BAKUN,RAINFED,2015,AUG,CARROTS,72.39,70.23,1123.68,16
BAKUN,RAINFED,2015,SEP,CARROTS,5,65.23,1043.68,16
BAKUN,RAINFED,2015,OCT,CARROTS,5,70.72,1131.52,16
BAKUN,RAINFED,2015,NOV,CARROTS,5,5,55,11
BAKUN,RAINFED,2015,DEC,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,CABBAGE,3,5,55,11
BOKOD,IRRIGATED,2015,FEB,CABBAGE,3,5,55,11
BOKOD,IRRIGATED,2015,MAR,CABBAGE,3,3,60,20
BOKOD,IRRIGATED,2015,APR,CABBAGE,3,3,60,20
BOKOD,IRRIGATED,2015,MAY,CABBAGE,4,3,60,20
BOKOD,IRRIGATED,2015,JUN,CABBAGE,5,3,60,20
BOKOD,IRRIGATED,2015,JUL,CABBAGE,5,4,70.4,17.6
BOKOD,IRRIGATED,2015,AUG,CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,CHINESE CABBAGE,3,5,55,11
BOKOD,IRRIGATED,2015,FEB,CHINESE CABBAGE,3,5,55,11
BOKOD,IRRIGATED,2015,MAR,CHINESE CABBAGE,3,3,45,15
BOKOD,IRRIGATED,2015,APR,CHINESE CABBAGE,3,3,45,15
BOKOD,IRRIGATED,2015,MAY,CHINESE CABBAGE,3,3,45,15
BOKOD,IRRIGATED,2015,JUN,CHINESE CABBAGE,5,3,45,15
BOKOD,IRRIGATED,2015,JUL,CHINESE CABBAGE,5,3,9,3
BOKOD,IRRIGATED,2015,AUG,CHINESE CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,CHINESE CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,CHINESE CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,CHINESE CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,CHINESE CABBAGE,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,LETTUCE,2,5,55,11
BOKOD,IRRIGATED,2015,FEB,LETTUCE,2,5,55,11
BOKOD,IRRIGATED,2015,MAR,LETTUCE,2,2,20,10
BOKOD,IRRIGATED,2015,APR,LETTUCE,1,2,20,10
BOKOD,IRRIGATED,2015,MAY,LETTUCE,5,2,20,10
BOKOD,IRRIGATED,2015,JUN,LETTUCE,5,1,10,10
BOKOD,IRRIGATED,2015,JUL,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,AUG,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,LETTUCE,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,CAULIFLOWER,2.5,5,55,11
BOKOD,IRRIGATED,2015,FEB,CAULIFLOWER,2.5,5,55,11
BOKOD,IRRIGATED,2015,MAR,CAULIFLOWER,2.5,2.5,30,12
BOKOD,IRRIGATED,2015,APR,CAULIFLOWER,2.5,2.5,30,12
BOKOD,IRRIGATED,2015,MAY,CAULIFLOWER,5,2.5,30,12
BOKOD,IRRIGATED,2015,JUN,CAULIFLOWER,5,2.5,30,12
BOKOD,IRRIGATED,2015,JUL,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,AUG,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,CAULIFLOWER,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,BROCCOLI,2,5,55,11
BOKOD,IRRIGATED,2015,FEB,BROCCOLI,2,5,55,11
BOKOD,IRRIGATED,2015,MAR,BROCCOLI,2,2,16,8
BOKOD,IRRIGATED,2015,APR,BROCCOLI,2,2,16,8
BOKOD,IRRIGATED,2015,MAY,BROCCOLI,5,2,16,8
BOKOD,IRRIGATED,2015,JUN,BROCCOLI,5,2,16,8
BOKOD,IRRIGATED,2015,JUL,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,AUG,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,BROCCOLI,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,FEB,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,MAR,SNAP BEANS,5,5,40,8
BOKOD,IRRIGATED,2015,APR,SNAP BEANS,5,5,40,8
BOKOD,IRRIGATED,2015,MAY,SNAP BEANS,5,5,40,8
BOKOD,IRRIGATED,2015,JUN,SNAP BEANS,5,5,40,8
BOKOD,IRRIGATED,2015,JUL,SNAP BEANS,5,5,40,8
BOKOD,IRRIGATED,2015,AUG,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,SNAP BEANS,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,GARDEN PEAS,2,5,55,11
BOKOD,IRRIGATED,2015,FEB,GARDEN PEAS,2,5,55,11
BOKOD,IRRIGATED,2015,MAR,GARDEN PEAS,3,2,8,4
BOKOD,IRRIGATED,2015,APR,GARDEN PEAS,3,2,8,4
BOKOD,IRRIGATED,2015,MAY,GARDEN PEAS,4,3,12,4
BOKOD,IRRIGATED,2015,JUN,GARDEN PEAS,5,3,12,4
BOKOD,IRRIGATED,2015,JUL,GARDEN PEAS,5,4,16,4
BOKOD,IRRIGATED,2015,AUG,GARDEN PEAS,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,GARDEN PEAS,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,GARDEN PEAS,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,GARDEN PEAS,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,GARDEN PEAS,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,SWEET PEPPER,2,5,55,11
BOKOD,IRRIGATED,2015,FEB,SWEET PEPPER,2,5,55,11
BOKOD,IRRIGATED,2015,MAR,SWEET PEPPER,2,2,16,8
BOKOD,IRRIGATED,2015,APR,SWEET PEPPER,2,2,16,8
BOKOD,IRRIGATED,2015,MAY,SWEET PEPPER,2,2,16,8
BOKOD,IRRIGATED,2015,JUN,SWEET PEPPER,5,2,16,8
BOKOD,IRRIGATED,2015,JUL,SWEET PEPPER,5,2,11.68,5.84
BOKOD,IRRIGATED,2015,AUG,SWEET PEPPER,5,5,55,11
BOKOD,IRRIGATED,2015,SEP,SWEET PEPPER,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,SWEET PEPPER,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,SWEET PEPPER,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,SWEET PEPPER,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,FEB,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,MAR,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,APR,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,MAY,WHITE POTATO,5,5,60,12
BOKOD,IRRIGATED,2015,JUN,WHITE POTATO,10,5,60,12
BOKOD,IRRIGATED,2015,JUL,WHITE POTATO,5,5,60,12
BOKOD,IRRIGATED,2015,AUG,WHITE POTATO,5,9.82,117.87,12
BOKOD,IRRIGATED,2015,SEP,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,WHITE POTATO,5,5,55,11
BOKOD,IRRIGATED,2015,JAN,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,FEB,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,MAR,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,APR,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,MAY,CARROTS,5,5,75,15
BOKOD,IRRIGATED,2015,JUN,CARROTS,5,5,75,15
BOKOD,IRRIGATED,2015,JUL,CARROTS,5,5,74.25,14.85
BOKOD,IRRIGATED,2015,AUG,CARROTS,5,4.84,71.84,14.85
BOKOD,IRRIGATED,2015,SEP,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,OCT,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,NOV,CARROTS,5,5,55,11
BOKOD,IRRIGATED,2015,DEC,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,JAN,CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,FEB,CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,MAR,CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,APR,CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,MAY,CABBAGE,7,5,55,11
BOKOD,RAINFED,2015,JUN,CABBAGE,8,5,55,11
BOKOD,RAINFED,2015,JUL,CABBAGE,7,7,140,20
BOKOD,RAINFED,2015,AUG,CABBAGE,8,6.96,139.3,20.01
BOKOD,RAINFED,2015,SEP,CABBAGE,4,3.96,79.3,20.03
BOKOD,RAINFED,2015,OCT,CABBAGE,5,6.97,139.3,20
BOKOD,RAINFED,2015,NOV,CABBAGE,5,3.97,79.3,20
BOKOD,RAINFED,2015,DEC,CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,JAN,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,FEB,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,MAR,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,APR,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,MAY,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,JUN,CHINESE CABBAGE,10,5,55,11
BOKOD,RAINFED,2015,JUL,CHINESE CABBAGE,8,5,55,11
BOKOD,RAINFED,2015,AUG,CHINESE CABBAGE,5,4.98,74.7,15
BOKOD,RAINFED,2015,SEP,CHINESE CABBAGE,5,9.72,146.25,15.05
BOKOD,RAINFED,2015,OCT,CHINESE CABBAGE,5,8,120,15
BOKOD,RAINFED,2015,NOV,CHINESE CABBAGE,5,5,55,11
BOKOD,RAINFED,2015,DEC,CHINESE CABBAGE,5,5,75,15
BOKOD,RAINFED,2015,JAN,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,FEB,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,MAR,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,APR,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,MAY,LETTUCE,2,5,55,11
BOKOD,RAINFED,2015,JUN,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,JUL,LETTUCE,2,2,20,10
BOKOD,RAINFED,2015,AUG,LETTUCE,5,4.5,45,10
BOKOD,RAINFED,2015,SEP,LETTUCE,3.45,2,20,10
BOKOD,RAINFED,2015,OCT,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,NOV,LETTUCE,5,5,55,11
BOKOD,RAINFED,2015,DEC,LETTUCE,5,3.45,34.5,10
BOKOD,RAINFED,2015,JAN,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,FEB,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,MAR,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,APR,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,MAY,CAULIFLOWER,3,5,55,11
BOKOD,RAINFED,2015,JUN,CAULIFLOWER,4,5,55,11
BOKOD,RAINFED,2015,JUL,CAULIFLOWER,4,3,36,12
BOKOD,RAINFED,2015,AUG,CAULIFLOWER,4,3.19,38.29,12
BOKOD,RAINFED,2015,SEP,CAULIFLOWER,5,3.13,37.5,12
BOKOD,RAINFED,2015,OCT,CAULIFLOWER,5,3.13,37.5,12
BOKOD,RAINFED,2015,NOV,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,DEC,CAULIFLOWER,5,5,55,11
BOKOD,RAINFED,2015,JAN,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,FEB,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,MAR,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,APR,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,MAY,BROCCOLI,4,5,55,11
BOKOD,RAINFED,2015,JUN,BROCCOLI,4,5,55,11
BOKOD,RAINFED,2015,JUL,BROCCOLI,4,4,32,8
BOKOD,RAINFED,2015,AUG,BROCCOLI,5,3.78,30.2,8
BOKOD,RAINFED,2015,SEP,BROCCOLI,5,3.13,25,8
BOKOD,RAINFED,2015,OCT,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,NOV,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,DEC,BROCCOLI,5,5,55,11
BOKOD,RAINFED,2015,JAN,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2015,FEB,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2015,MAR,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2015,APR,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2015,MAY,SNAP BEANS,5,5,55,11
BOKOD,RAINFED,2015,JUN,SNAP BEANS,6,5,55,11
BOKOD,RAINFED,2015,JUL,SNAP BEANS,5,5,40,8
BOKOD,RAINFED,2015,AUG,SNAP BEANS,6,4.97,39.76,8
BOKOD,RAINFED,2015,SEP,SNAP BEANS,6,4.91,39.28,8
BOKOD,RAINFED,2015,OCT,SNAP BEANS,6,6,48,8
BOKOD,RAINFED,2015,NOV,SNAP BEANS,5,6,48,8
BOKOD,RAINFED,2015,DEC,SNAP BEANS,5,6,48,8
BOKOD,RAINFED,2015,JAN,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,FEB,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,MAR,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,APR,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,MAY,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,JUN,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,JUL,GARDEN PEAS,5,5,55,11
BOKOD,RAINFED,2015,AUG,GARDEN PEAS,15,5,55,11
BOKOD,RAINFED,2015,SEP,GARDEN PEAS,10,5,55,11
BOKOD,RAINFED,2015,OCT,GARDEN PEAS,10,5,55,11
BOKOD,RAINFED,2015,NOV,GARDEN PEAS,5,14.95,59.8,4
BOKOD,RAINFED,2015,DEC,GARDEN PEAS,5,8.83,35.32,4
BOKOD,RAINFED,2015,JAN,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,FEB,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,MAR,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,APR,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,MAY,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,JUN,SWEET PEPPER,15,5,55,11
BOKOD,RAINFED,2015,JUL,SWEET PEPPER,10,5,55,11
BOKOD,RAINFED,2015,AUG,SWEET PEPPER,10,5,55,11
BOKOD,RAINFED,2015,SEP,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,OCT,SWEET PEPPER,5,5,55,11
BOKOD,RAINFED,2015,NOV,SWEET PEPPER,5,14.05,112.4,8
BOKOD,RAINFED,2015,DEC,SWEET PEPPER,5,8.9,71.2,8
BOKOD,RAINFED,2015,JAN,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,FEB,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,MAR,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,APR,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,MAY,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,JUN,WHITE POTATO,8,5,55,11
BOKOD,RAINFED,2015,JUL,WHITE POTATO,8,5,55,11
BOKOD,RAINFED,2015,AUG,WHITE POTATO,8,7.21,144.2,20
BOKOD,RAINFED,2015,SEP,WHITE POTATO,5,6.66,133.2,20
BOKOD,RAINFED,2015,OCT,WHITE POTATO,5,8,160,20
BOKOD,RAINFED,2015,NOV,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,DEC,WHITE POTATO,5,5,55,11
BOKOD,RAINFED,2015,JAN,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,FEB,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,MAR,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,APR,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,MAY,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,JUN,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,JUL,CARROTS,5,5,55,11
BOKOD,RAINFED,2015,AUG,CARROTS,5,0.97,15.55,16
BOKOD,RAINFED,2015,SEP,CARROTS,5,3.64,58.24,16
BOKOD,RAINFED,2015,OCT,CARROTS,5,5,80,16
BOKOD,RAINFED,2015,NOV,CARROTS,5,5,80,16
BOKOD,RAINFED,2015,DEC,CARROTS,5,5,55,11
BUGUIAS,IRRIGATED,2015,JAN,CABBAGE,255,250,5500,22
BUGUIAS,IRRIGATED,2015,FEB,CABBAGE,255,255,4950,19.41
BUGUIAS,IRRIGATED,2015,MAR,CABBAGE,255,240,5280,22
BUGUIAS,IRRIGATED,2015,APR,CABBAGE,255,255,5610,22
BUGUIAS,IRRIGATED,2015,MAY,CABBAGE,5,255,5610,22
BUGUIAS,IRRIGATED,2015,JUN,CABBAGE,5,255,5610,22
BUGUIAS,IRRIGATED,2015,JUL,CABBAGE,5,252,5040,20
BUGUIAS,IRRIGATED,2015,AUG,CABBAGE,5,5,55,11
BUGUIAS,IRRIGATED,2015,SEP,CABBAGE,255,5,55,11
